item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel,business-price,"quantity price type","quantity lower bound 1","quantity price 1","quantity lower bound 2","quantity price 2","quantity lower bound 3","quantity price 3","quantity lower bound 4","quantity price 4","quantity lower bound 5","quantity price 5",merchant-shipping-group
"Led Light Bulb, Led Light Bulbs - 60 Watt LED Light Bulb (Incandescent and Fl...","Easy LED Installation. These light bulbs can be easily used instead of power hungry incandescent or CFL light bulbs. Our LED Lifespan is over 50000 hrs. Save time, money and effort on changing bulbs frequently. Solid State Bulbs. Shockproof and vibration proof. Save on your electricity bill. Replace 60W Incandescent bulbs with 12W LED's and save up to 80% on your electric bill. Eco-Friendly. RoHS compliant. No lead or mercury. No UV or IR Radiation",0108O17FUI9,led-bulb-e27-12W,6.99,67,"2014-01-08 14:06:02 PST",,y,3,,,11,,,,B00HRH80P6,,,1,N,,035127965147,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"LG G3 Case, LG G3 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Pro...","Premium LG G3 Hard Armorbox Dual Layer Hybrid Case from Cable and Case. It's ultra light weight with jelly grip, but takes a beating. Offers amazing protection for your LG G3! Great for construction workers, contractors, and people who are just plain tough on their phone.",0807OS1M7OX,lg-g3-armor-black,9.99,31,"2014-08-06 22:46:57 PDT",,y,1,,,11,,,,B00MG21V2Q,,,1,N,,B00MG21V2Q,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"LG G3 Case, LG G3 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Pro...","Premium LG G3 Hard Armorbox Dual Layer Hybrid Case from Cable and Case. It's ultra light weight with jelly grip, but takes a beating. Offers amazing protection for your LG G3! Great for construction workers, contractors, and people who are just plain tough on their phone.",0803P3BPKN3,lg-g3-armor-blue,9.99,289,"2015-08-03 13:24:45 PDT",,y,1,,,11,,,,B00MG21RM0,,,1,N,,B00MG21RM0,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"LG G3 Case, LG G3 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Pro...","Premium LG G3 Hard Armorbox Dual Layer Hybrid Case from Cable and Case. It's ultra light weight with jelly grip, but takes a beating. Offers amazing protection for your LG G3! Great for construction workers, contractors, and people who are just plain tough on their phone.",0807OS1M7FR,lg-g3-armor-green,9.99,34,"2014-08-06 22:46:54 PDT",,y,1,,,11,,,,B00MG21T7S,,,1,N,,B00MG21T7S,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"LG G3 Case, LG G3 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Pro...","Premium LG G3 Hard Armorbox Dual Layer Hybrid Case from Cable and Case. It's ultra light weight with jelly grip, but takes a beating. Offers amazing protection for your LG G3! Great for construction workers, contractors, and people who are just plain tough on their phone.",0807OS1M80L,lg-g3-armor-pink,9.99,24,"2014-08-06 22:47:00 PDT",,y,1,,,11,,,,B00MG21KDG,,,1,N,,B00MG21KDG,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Cable And Case Dual Layer Armorbox Hybrid Kickstand Case for LG G3 - Purple","Premium LG G3 Hard Armorbox Dual Layer Hybrid Case from Cable and Case. It's ultra light weight with jelly grip, but takes a beating. Offers amazing protection for your LG G3! Great for construction workers, contractors, and people who are just plain tough on their phone.",0807OS1M8JR,lg-g3-armor-purple,9.99,66,"2014-08-06 22:47:05 PDT",,y,1,,,11,,,,B00MG21NCY,,,1,N,,B00MG21NCY,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"G3 Case, LG G3 Armor case- Tough Armorbox Dual Layer Hybrid Hard/Soft Protect...","Premium LG G3 Hard Armorbox Dual Layer Hybrid Case from Cable and Case. It's ultra light weight with jelly grip, but takes a beating. Offers amazing protection for your LG G3! Great for construction workers, contractors, and people who are just plain tough on their phone.",0807OS1M879,lg-g3-armor-white,9.99,322,"2014-08-06 22:47:03 PDT",,y,1,,,11,,,,B00MG21LX0,,,1,N,,B00MG21LX0,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"LG G4 Case, LG G4 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Pro...","LG G4 Case, LG G4 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Protective Case by Cable and Case<br />",0407P52WKEL,lg-g4-armor-black-cc,14.99,100,"2015-04-07 00:36:31 PDT",,y,3,,,11,,,,B00VRDPSRE,,,1,N,,035127967653,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Cable and Case ArmorBox Series Dual Layer Hybrid Hard/Soft Protective Cover f...","LG G4 Case, LG G4 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Protective Case by Cable and Case<br />",0407P52XTYL,lg-g4-armor-blue-cc,14.99,97,"2015-04-07 00:36:42 PDT",,y,3,,,11,,,,B00VRDQ6J8,,,1,N,,035127967646,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Cable and Case Hybrid Armorbox Case For LG G4- Green","LG G4 Case, LG G4 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Protective Case by Cable and Case<br />",0407P52W9QF,lg-g4-armor-green-cc,14.99,99,"2015-04-07 00:36:27 PDT",,y,3,,,11,,,,B00VRDPPDQ,,,1,N,,035127967691,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Cable And Case CC-LG-G4-ARMOR-CASE Dual Layer Hybrid Hard/Soft Protective Cas...","LG G4 Case, LG G4 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Protective Case by Cable and Case<br />",0407P52XHI9,lg-g4-armor-pink-cc,14.99,54,"2015-04-07 00:36:39 PDT",,y,3,,,11,,,,B00VRDQ2U6,,,1,N,,035127967660,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"LG G4 Case, LG G4 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Pro...","LG G4 Case, LG G4 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Protective Case by Cable and Case<br />",0407P52X5L3,lg-g4-armor-purple-cc,14.99,99,"2015-04-07 00:36:35 PDT",,y,3,,,11,,,,B00VRDPYT6,,,1,N,,035127967677,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"LG G4 Case, LG G4 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Pro...","LG G4 Case, LG G4 Armor cases- Tough Armorbox Dual Layer Hybrid Hard/Soft Protective Case by Cable and Case  <br>",0407P52WXX9,lg-g4-armor-white-cc,14.99,100,"2015-04-07 00:36:33 PDT",,y,5,,,11,,,,B00VRDPWAC,,,1,N,,53B9A4304BFC5DF0,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Micro Usb Cable, Micro USB Charging Cables For The Galaxy s4, Nexus 5, Nexus ...","Micro Usb Cable, Micro USB Cables For The Galaxy s4, Nexus 5, Nexus 6, Moto X, Moto Turbo, HTC One, LG G3, HTC One (M8),  Sony Xperia, OnePlus One. Use these great micro usb charging cables to quick charge your favorite android phones and devices.  <br>Compatible with:  <br>Galaxy Nexus, Galaxy S III, Razr, Galaxy S III, Evo 4g, Droid Bionic, Thunderbolt, Galaxy S II, Droid Incredible, Galaxy S II, Droid X, Droid Incredible 2, One X, Razr ,Nexus 4, Droid 4, Nexus S, One S, Evo 3d,Droid Change, Nexus 7, Razr M, Evo 3d, Sensation 4g, Nexus S 4g, Glacier, Galaxy S, G2x, Rezound 4g, Galaxy Note II, Galaxy S 4g, Stratosphere, Stratosphere II, Droid 2, G2, Droid Pro, Galaxy Note, Droid 3, Atrix 4g, Incredible 4g, Nexus One, Galaxy Blaze 4g, Droid X2, Galaxy S II, Galaxy S Plus, Galaxy S, Galaxy W, Epic, Galaxy Gio, Galaxy Ace, Galaxy Y, Galaxy Mini, Stellar, Droid 4, Optimus One, Zio, Desire HD, Evo 4g, Quattro, A100, A200, A500, Rhyme, Breakout, Marauder, Optimus G E973, Galaxy Note, Desire S, Amaze 4g, Galaxy S 3 mini, Galaxy S III, Desire Z, Desire  <br>",1209OSYHXV9,micro-usb-cable-s1-black,6.99,74,"2014-12-08 17:20:10 PST",,y,3,,,11,,,,B00QR4YAL8,,,1,N,,035127966946,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Micro Usb Cable, Micro USB Charging Cables For The Galaxy s4, Nexus 5, Nexus ...","Micro Usb Cable, Micro USB Cables For The Galaxy s4, Nexus 5, Nexus 6, Moto X, Moto Turbo, HTC One, LG G3, HTC One (M8),  Sony Xperia, OnePlus One. Use these great micro usb charging cables to quick charge your favorite android phones and devices.  <br />Compatible with:  <br />Galaxy Nexus, Galaxy S III, Razr, Galaxy S III, Evo 4g, Droid Bionic, Thunderbolt, Galaxy S II, Droid Incredible, Galaxy S II, Droid X, Droid Incredible 2, One X, Razr ,Nexus 4, Droid 4, Nexus S, One S, Evo 3d,Droid Change, Nexus 7, Razr M, Evo 3d, Sensation 4g, Nexus S 4g, Glacier, Galaxy S, G2x, Rezound 4g, Galaxy Note II, Galaxy S 4g, Stratosphere, Stratosphere II, Droid 2, G2, Droid Pro, Galaxy Note, Droid 3, Atrix 4g, Incredible 4g, Nexus One, Galaxy Blaze 4g, Droid X2, Galaxy S II, Galaxy S Plus, Galaxy S, Galaxy W, Epic, Galaxy Gio, Galaxy Ace, Galaxy Y, Galaxy Mini, Stellar, Droid 4, Optimus One, Zio, Desire HD, Evo 4g, Quattro, A100, A200, A500, Rhyme, Breakout, Marauder, Optimus G E973, Galaxy Note, Desire S, Amaze 4g, Galaxy S 3 mini, Galaxy S III, Desire Z, Desire  <br />",0218PXU7MBF,micro-usb-cable-s1-black-2pk,7.99,9,"2015-02-18 12:20:53 PST",,y,3,,,11,,,,B00TRACRYQ,,,1,N,,035127967059,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Micro Usb Cable, Galaxy S5 Cable Micro USB Charging Cables By Cable and Case®...","Micro Usb Cable, Micro USB Cables For The Galaxy s4, Nexus 5, Nexus 6, Moto X, Moto Turbo, HTC One, LG G3, HTC One (M8),  Sony Xperia, OnePlus One. Use these great micro usb charging cables to quick charge your favorite android phones and devices.  <br>Compatible with:  <br>Galaxy Nexus, Galaxy S III, Razr, Galaxy S III, Evo 4g, Droid Bionic, Thunderbolt, Galaxy S II, Droid Incredible, Galaxy S II, Droid X, Droid Incredible 2, One X, Razr ,Nexus 4, Droid 4, Nexus S, One S, Evo 3d,Droid Change, Nexus 7, Razr M, Evo 3d, Sensation 4g, Nexus S 4g, Glacier, Galaxy S, G2x, Rezound 4g, Galaxy Note II, Galaxy S 4g, Stratosphere, Stratosphere II, Droid 2, G2, Droid Pro, Galaxy Note, Droid 3, Atrix 4g, Incredible 4g, Nexus One, Galaxy Blaze 4g, Droid X2, Galaxy S II, Galaxy S Plus, Galaxy S, Galaxy W, Epic, Galaxy Gio, Galaxy Ace, Galaxy Y, Galaxy Mini, Stellar, Droid 4, Optimus One, Zio, Desire HD, Evo 4g, Quattro, A100, A200, A500, Rhyme, Breakout, Marauder, Optimus G E973, Galaxy Note, Desire S, Amaze 4g, Galaxy S 3 mini, Galaxy S III, Desire Z, Desire  <br>",1209OSYI15L,micro-usb-cable-s1-white,6.99,24,"2014-12-08 17:20:13 PST",,y,3,,,11,,,,B00QR4YF5O,,,1,N,,035127966939,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Micro Usb Cable, Micro USB Charging Cables For The Galaxy s4, Nexus 5, Nexus ...","Micro Usb Cable, Micro USB Cables For The Galaxy s4, Nexus 5, Nexus 6, Moto X, Moto Turbo, HTC One, LG G3, HTC One (M8), &nbsp;Sony Xperia, OnePlus One. Use these great micro usb charging cables to quick charge your favorite android phones and devices.<br />Compatible with:<br />Galaxy Nexus, Galaxy S III, Razr, Galaxy S III, Evo 4g, Droid Bionic, Thunderbolt, Galaxy S II, Droid Incredible, Galaxy S II, Droid X, Droid Incredible 2, One X, Razr ,Nexus 4, Droid 4, Nexus S, One S, Evo 3d,Droid Change, Nexus 7, Razr M, Evo 3d, Sensation 4g, Nexus S 4g, Glacier, Galaxy S, G2x, Rezound 4g, Galaxy Note II, Galaxy S 4g, Stratosphere, Stratosphere II, Droid 2, G2, Droid Pro, Galaxy Note, Droid 3, Atrix 4g, Incredible 4g, Nexus One, Galaxy Blaze 4g, Droid X2, Galaxy S II, Galaxy S Plus, Galaxy S, Galaxy W, Epic, Galaxy Gio, Galaxy Ace, Galaxy Y, Galaxy Mini, Stellar, Droid 4, Optimus One, Zio, Desire HD, Evo 4g, Quattro, A100, A200, A500, Rhyme, Breakout, Marauder, Optimus G E973, Galaxy Note, Desire S, Amaze 4g,&nbsp;Galaxy S 3 mini, Galaxy S III, Desire Z, Desire<br />",0218PXU7KLR,micro-usb-cable-s1-white-2pk,7.79,7,"2015-02-18 12:20:50 PST",,y,3,,,11,,,,B00TRACQC4,,,1,N,,035127967066,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Nexus 5 Case, [Rubber] Nexus 5 Cases - [Nexus 5 Soft Case][Sure Grip Bumper] ...","Cable and Case Retail Packaging - Brand new Nexus 5 Case [Cases] For Google Nexus 5 By LG. SF [Soft Feel]: Non-Slip Matte surface with Great Grip! Laser Cut Ports, Snug Fit, Great Looks &amp; Protection.",1114N9CP0Y3,nexus-5-sft-black,7.99,11,"2013-11-13 16:40:39 PST",,y,3,,,11,,,,B00GNLUR30,,,1,N,,035127965093,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Nexus 5 Case, [Rubber] Nexus 5 Cases - [Nexus 5 Soft Case][Sure Grip] For LG ...","Cable and Case Retail Packaging - Brand new Nexus 5 Case [Cases] For Google Nexus 5 By LG. SF [Soft Feel]: Non-Slip Matte surface with Great Grip! Laser Cut Ports, Snug Fit, Great Looks &amp; Protection.",1114N9COZZ3,nexus-5-sft-clear,7.99,19,"2013-11-13 16:40:37 PST",,y,5,,,11,,,,B00GNLUQQ8,,,1,N,,53B9A41BD32C4492,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Nexus 5 Case, Nexus 5 Cases - [Nexus 5 Soft Case][Sure Grip] For LG Google NE...","Cable and Case Retail Packaging - Brand new Nexus 5 Case [Cases] For Google Nexus 5 By LG. SF [Soft Feel]: Non-Slip Matte surface with Great Grip! Laser Cut Ports, Snug Fit, Great Looks &amp; Protection.",1114N9CP0QL,nexus-5-sft-grey,7.99,6,"2013-11-13 16:40:38 PST",,y,3,,,11,,,,B00GNLUR0I,,,1,N,,035127965130,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Nexus 5 Case, Nexus 5 Cases - [Nexus 5 Soft Case][Sure Grip] For LG Google NE...","Cable and Case Retail Packaging - Brand new Nexus 5 Case [Cases] For Google Nexus 5 By LG. SF [Soft Feel]: Non-Slip Matte surface with Great Grip! Laser Cut Ports, Snug Fit, Great Looks & Protection.",1114N9COZP3,nexus-5-sft-pink,7.99,14,"2013-11-13 16:40:37 PST",,y,3,,,11,,,,B00GNLUQLI,,,1,N,,035127965123,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Nexus 5 Case, Nexus 5 Cases - [Nexus 5 Soft Case][Sure Grip] For LG Google NE...","Cable and Case Retail Packaging - Brand new Nexus 5 Case [Cases] For Google Nexus 5 By LG. SF [Soft Feel]: Non-Slip Matte surface with Great Grip! Laser Cut Ports, Snug Fit, Great Looks & Protection.",1114N9CP1M9,nexus-5-sft-white,7.99,32,"2013-11-13 16:40:41 PST",,y,3,,,11,,,,B00GNLURBW,,,1,N,,035127965109,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Galaxy S5 Car Charger, Samsung Galaxy S6 Car Charger- Galaxy S6 Edge car char...","Galaxy S5 Car Charger, Galaxy S6 Car Charger- Premium dual car charger for the Galaxy S6, S5, S4, S3, Note 3, Note 4, and Galaxy S 4  <br />",0521PF5SL7F,s4-s5-note-car-charger-black-green,9.99,98,"2015-05-20 19:17:55 PDT",,y,3,,,11,,,,B00XZR87DM,,,1,N,,035127967905,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Galaxy S5 Car Charger, Samsung Galaxy S6 Car Charger- Galaxy S6 Edge car char...","Galaxy S5 Car Charger, Galaxy S6 Car Charger- Premium dual car charger for the Galaxy S6, S5, S4, S3, Note 3, Note 4, and Galaxy S 4<br />",0521PEUBL23,s4-s5-note-car-charger-black-silver,9.99,99,"2015-05-20 17:00:12 PDT",,y,3,,,11,,,,B00XTFALGQ,,,1,N,,035127967868,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Galaxy S5 Car Charger, Samsung Galaxy S6 Car Charger [Dual Port] USB Port Por...","Compatible with most smart phones, tablets, and mobile devices Galaxy S5 Car Charger, Galaxy S6 Car Charger- Premium dual car charger for the Galaxy S6, S5, S4, S3, Note 3, Note 4, and Galaxy S 4",0820ODHYC1R,s4-s5-note-car-charger-silver,9.99,318,"2014-08-19 23:41:04 PDT",,y,5,,,11,,,,B00MVMI7EG,,,1,N,,53B9A4246E4D8AF3,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Galaxy S5 Car Charger, Samsung Galaxy S6 Car Charger- Galaxy S6 Edge car char...","Galaxy S5 Car Charger, Galaxy S6 Car Charger- Premium dual car charger for the Galaxy S6, S5, S4, S3, Note 3, Note 4, and Galaxy S 4  <br />",0521PEV0OO3,s4-s5-note-car-charger-white-blue,9.99,89,"2015-05-20 17:13:12 PDT",,y,3,,,11,,,,B00XZM739G,,,1,N,,035127967875,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Car Charger, [Dual Port] iPhone 6 Car Charger, [Universal Android] USB Port P...","Galaxy S5 Car Charger, Galaxy S6 Car Charger- Premium dual car charger for the Galaxy S6, S5, S4, S3, Note 3, Note 4, and Galaxy S 4  <br>",0521PEV0SE9,s4-s5-note-car-charger-white-green,9.99,97,"2015-05-20 17:13:18 PDT",,y,5,,,11,,,,B00XZM6ZWW,,,1,N,,53B9A43063F183BD,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Galaxy S5 Car Charger, Samsung Galaxy S6 Car Charger- Galaxy S6 Edge car char...","Galaxy S5 Car Charger, Galaxy S6 Car Charger- Premium dual car charger for the Galaxy S6, S5, S4, S3, Note 3, Note 4, and Galaxy S 4  <br />",0521PEV0JQL,s4-s5-note-car-charger-white-pink-silver,9.99,92,"2015-05-20 17:13:11 PDT",,y,3,,,11,,,,B00XZM722O,,,1,N,,035127967899,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"S5 Car Charger, Galaxy S5 Car Chargers for Samsung Galaxy S4 S4 S5 SIV S IV i...","Dual Fast Car Charger  Easy to attach and detach.  100% Brand New and perfect for SamSung galaxy sIIII I9500  Dual Port Led Display Light",0306NJ7LKSF,sam-s4-car-charger,9.99,57,"2013-03-06 05:05:04 PST",,y,3,,,11,,,,B00BPSV6K4,,,1,N,,799665080020,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPad Mini Case - iPad Mini Retina (2013) Case Retna Soft Skin For The New iPa...","Premium iPad Mini Retina TPU case from Cable and Case. It's ultra light weight and tons of jelly grip. Offers amazong protection for your new iPad Mini Retina! Adds almost no bulk to your ipad. Perfect fit with laser cut port, camera, and headphone jack holes. Compatibile with the new iPad Mini Retina 2013 for Verizon, AT&T , Sprint, T-Mobile, And All International Carriers",1023N07MDRF,softc-ipad-mini-cc-black,4.99,88,"2013-10-23 11:08:25 PDT",,y,3,,,11,,,,B00G4DJQM0,,,1,N,,799665080716,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPad Mini Cases - iPad Mini Retina (2013) Case Retna Soft Skin For The New iP...","Premium iPad Mini Retina TPU case from Cable and Case. It's ultra light weight and tons of jelly grip. Offers amazong protection for your new iPad Mini Retina! Adds almost no bulk to your ipad. Perfect fit with laser cut port, camera, and headphone jack holes. Compatibile with the new iPad Mini Retina 2013 for Verizon, AT&T , Sprint, T-Mobile, And All International Carriers",1023N04PNX9,softc-ipad-mini-cc-blue,4.99,96,"2013-10-23 10:08:46 PDT",,y,3,,,11,,,,B00G4DJTAE,,,1,N,,799665080709,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPad Mini Cases - iPad Mini Retina (2013) Case Retna Soft Skin For The New iP...","Premium iPad Mini Retina TPU case from Cable and Case. It's ultra light weight and tons of jelly grip. Offers amazong protection for your new iPad Mini Retina! Adds almost no bulk to your ipad. Perfect fit with laser cut port, camera, and headphone jack holes. Compatibile with the new iPad Mini Retina 2013 for Verizon, AT&T , Sprint, T-Mobile, And All International Carriers",1023N04PUKF,softc-ipad-mini-cc-clear,4.99,97,"2013-10-23 10:08:57 PDT",,y,3,,"Pre Release Product In Production - Colors & Design May Vary Slightly",11,,,,B00G4DJX50,,,1,N,,799665080648,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPad Mini Cases - iPad Mini Retina (2013) Case Retna Soft Skin For The New iP...","Premium iPad Mini Retina TPU case from Cable and Case. It's ultra light weight and tons of jelly grip. Offers amazong protection for your new iPad Mini Retina! Adds almost no bulk to your ipad. Perfect fit with laser cut port, camera, and headphone jack holes. Compatibile with the new iPad Mini Retina 2013 for Verizon, AT&T , Sprint, T-Mobile, And All International Carriers",1023N04PPRX,softc-ipad-mini-cc-green,4.99,95,"2013-10-23 10:08:49 PDT",,y,3,,,11,,,,B00G4DJUGM,,,1,N,,799665080679,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPad Mini Cases - iPad Mini Retina (2013) Case Retna Soft Skin For The New iP...","Premium iPad Mini Retina TPU case from Cable and Case. It's ultra light weight and tons of jelly grip. Offers amazong protection for your new iPad Mini Retina! Adds almost no bulk to your ipad. Perfect fit with laser cut port, camera, and headphone jack holes. Compatibile with the new iPad Mini Retina 2013 for Verizon, AT&T , Sprint, T-Mobile, And All International Carriers",1023N04PSYX,softc-ipad-mini-cc-pink,4.99,96,"2013-10-23 10:08:55 PDT",,y,3,,,11,,,,B00G4DJW7E,,,1,N,,799665080655,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPad Mini Cases - iPad Mini Retina (2013) Case Retna Soft Skin For The New iP...","Premium iPad Mini Retina TPU case from Cable and Case. It's ultra light weight and tons of jelly grip. Offers amazong protection for your new iPad Mini Retina! Adds almost no bulk to your ipad. Perfect fit with laser cut port, camera, and headphone jack holes. Compatibile with the new iPad Mini Retina 2013 for Verizon, AT&T , Sprint, T-Mobile, And All International Carriers",1023N04PRHL,softc-ipad-mini-cc-white,4.99,94,"2013-10-23 10:08:52 PDT",,y,3,,,11,,,,B00G4DJVCK,,,1,N,,799665080662,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPhone 6 Solar Charger, iPhone 6 Plus Solar Charger, iPhone 5 5s 5c Solar Cha...","Instead of complaining about the heat, use it to your advantage. The Cable And Case® S-220 Solar Charger lets you put all those good UV rays to good use. The device, which is slightly bigger than a pack of playing cards, is a rechargeable battery with a photocell attached to it. To charge it via solar power, flip open the S-220 to expose the internal photocell, and then leave it in a sunny place and let the sun work its magic. Capacity: 2200mah/li-battery Cell type: li-battery+Solar-Battery Size: 120*68*18mm Weight: 168g Recharging: 500 times Switchable Output: USB-port 3.7v 5v 6v/1ASolar: 5V/240ma(max) For Smart Phones, iPod, MP3/MP4, PPC,Digital Camera, etc… Instant Power-power onCharge anywhere, no outlet needed Battery-on-board tech Four way charging-solar,AC-outlet, car, USB port Fits anywhere Lightweight and portable Accessories: USB flexible connecting line/10pcs DC switching heads Compatible with: iPhone 5, iPod Touch 5th Generation,iPod Nano 7th Generation and iPad 4th Generation, iPad Mini, iPhone 5 5C 5S Solar Charger. Doesn't Include Charging Cords. Use Your Current Lighting Or Micro USB Cable",0128OFHJQJX,solar-charger,24.98,7,"2014-01-28 15:01:39 PST",,y,3,,,11,,,,B00I3QAWP6,,,1,N,,035127965475,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPhone 6S Case, By Cable And Case - For The iPhone 6 And iPhone6S [Non-Slip] ...","iPhone 6/6S Armor [Micro Dots] Case By Cable And Case<br />",0630PPDHETF,v3-iphone-6-armor-black-cc,9.99,78,"2015-06-30 13:49:48 PDT",,y,5,,,11,,,,B00ZAZQJWI,,,1,N,,53EF7248B488DF63,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPhone 6S Case, By Cable And Case - For The iPhone 6 And iPhone6S [Non-Slip] ...","iPhone 6/6S Armor [Micro Dots] Case By Cable And Case<br />",0630PPDHAY9,v3-iphone-6-armor-blue-cc,9.99,99,"2015-06-30 13:49:42 PDT",,y,5,,,11,,,,B00ZAZQB9O,,,1,N,,53EF72438CEE2AD7,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPhone 6S Case, By Cable And Case - For The iPhone 6 And iPhone6S [Non-Slip] ...","iPhone 6/6S Armor [Micro Dots] Case By Cable And Case<br />",0630PPDHCAL,v3-iphone-6-armor-gold-cc,9.99,98,"2015-06-30 13:49:45 PDT",,y,5,,,11,,,,B00ZAZQOVO,,,1,N,,53ACA3FC8F4DFDCC,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPhone 6S Case, By Cable And Case - For The iPhone 6 And iPhone6S [Non-Slip] ...","iPhone 6/6S Armor [Micro Dots] Case By Cable And Case<br />",0630PPDH5J9,v3-iphone-6-armor-gun-cc,9.99,98,"2015-06-30 13:49:39 PDT",,y,5,,,11,,,,B00ZAZQH84,,,1,N,,53EF7242575DE492,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPhone 6S Case, iPhone 6 Cases By Cable And Case - Apple iPhone6S [Non-Slip] ...","iPhone 6/6S Armor [Micro Dots] Case By Cable And Case<br />",0630PPDH26F,v3-iphone-6-armor-pink-cc,9.99,98,"2015-06-30 13:49:38 PDT",,y,5,,,11,,,,B00ZAZQ2MK,,,1,N,,53EF723E7A99136B,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"iPhone 6S Case, By Cable And Case - For The iPhone 6 And iPhone6S [Non-Slip] ...","iPhone 6/6S Armor [Micro Dots] Case By Cable And Case<br />",0630PPDHGRF,v3-iphone-6-armor-white-cc,9.99,96,"2015-06-30 13:49:49 PDT",,y,5,,,11,,,,B00ZAZQYZK,,,1,N,,53EF7249DB5DC934,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Camping Chairs - Ultra Light Camp Chair By XOPRO - Heavy Duty Foldable Hiking...","Ultra Light Camping Chairs By Xtreme Outdoor Products. Great for camping, hiking, fishing, tailgating, the beach, and wherever else you need a chair.",0629Q0KK2W9,xo-camp-light-chair-orange,59.99,23,"2016-06-28 23:12:42 PDT",,y,3,,,11,,,,B01HPMTVWS,,,1,N,,035127968216,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
"Utility Knife, Utility Knifes / Box Cutter - For Drywall, Boxes, Home Improve...","Utility Knife And Box Cutter",0820ODGQ9TL,yel-utility-knife-box-cut,7.99,4,"2014-08-19 22:57:35 PDT",,y,3,,,11,,,,B00MVAOUUS,,,1,N,,035127966151,,,0,DEFAULT,,,,,,,,,,,,,"Default Amazon Template"
